,Time,Group,Played Before,Explanation Reason,Explanation Counterfactual,Question Context,Question Text,Answer 1,Answer 2,Answer 3,True Action,True Target,Explanation Variable,Explanation Target,Answer Action 1,Answer Action 2,Answer Action 3,Answer Target 1,Answer Target 2,Answer Target 3,Correct Answer,User Answer,User Correct,Adjusted Answer,Number of People,Bag
99,1709720128739207983,0,False,He intentat que algú em parlés.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més aprop que ningú més, i em mirés directament.",Què creus que faria si en Bob no estigués gens interessada en mi?,Intentaré parlar amb la Persona A,Intentaré que algú em parli,Intentaré parlar amb la Persona B,ELICIT_GENERAL,None,Engagement Value,arxan,ELICIT_TARGET,ELICIT_GENERAL,ELICIT_TARGET,arxan,None,zftim,2,1,False,0.0,2,wednesday_0_29.bag
100,1709730504571332455,0,True,He intentat que algú em parlés.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi.",Què creus que faria si en Bob no em mirés?,Intentaré parlar amb la Persona A,Intentaré que algú em parli,Intentaré parlar amb en Bob,ELICIT_GENERAL,None,Mutual Gaze,rxcsq,ELICIT_TARGET,ELICIT_GENERAL,ELICIT_TARGET,rxcsq,None,NEWPERSON,2,3,False,0.0,1,wednesday_0_64.bag
101,1709827111172048569,1,False,He intentat parlar amb la Persona B perquè la Persona B estava a uns 2.0m de mi.,,"Imagina't que hi hagués una persona addicional, en Bob, que em mirés directament.","Què creus que faria si en Bob estigués a uns 2.5m de mi, i més lluny que ningú més?",Intentaré parlar amb la Persona A,Intentaré parlar amb en Bob,Intentaré que algú em parli,ELICIT_TARGET,aazri,Distance,aazri,ELICIT_TARGET,ELICIT_TARGET,ELICIT_GENERAL,xmloz,NEWPERSON,None,2,4,False,0.0,2,thursday_0_90.bag
102,1709545704533827782,0,False,He intentat parlar amb la Persona B.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi.",Què creus que faria si en Bob i jo ens miréssim directament?,Intentaré parlar amb la Persona A,Intentaré parlar amb en Bob,Intentaré parlar amb la Persona B,ELICIT_TARGET,ukoqd,Mutual Gaze,ukoqd,ELICIT_TARGET,ELICIT_TARGET,ELICIT_TARGET,ihzop,NEWPERSON,ukoqd,2,2,True,1.0,2,monday_0_2.bag
103,1709812835906005144,2,False,He intentat parlar amb la Persona A perquè estava segura de la meva detecció de l'esquelet de la Persona A.,"Si estigués molt insegura de la meva detecció de l'esquelet de Persona A, hauria intentat que algú em parlés.","Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més lluny que ningú més, i em mirés directament.",Què creus que faria si no estigués segura de la meva detecció de l'esquelet de en Bob?,Intentaré que algú em parli,Intentaré parlar amb en Bob,Intentaré parlar amb la Persona A,ELICIT_TARGET,pxvmg,Pose Estimation Confidence,pxvmg,ELICIT_GENERAL,ELICIT_TARGET,ELICIT_TARGET,None,NEWPERSON,pxvmg,2,3,False,0.0,1,thursday_0_42.bag
104,1709549455227975130,0,True,He intentat parlar amb la Persona B.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més lluny que ningú més.",Què creus que faria si en Bob mirés lluny de mi?,Intentaré parlar amb la Persona B,Intentaré parlar amb en Bob,Intentaré que algú em parli,ELICIT_TARGET,vxsst,Mutual Gaze,vxsst,ELICIT_TARGET,ELICIT_TARGET,ELICIT_GENERAL,vxsst,NEWPERSON,None,1,3,False,0.5,2,monday_0_15.bag
105,1709823527972845078,2,False,He intentat que algú em parlés perquè la Persona A i jo no ens miràvem directament.,"Si Persona A i jo ens miréssim directament, hauria intentat que la Persona A em parlés.","Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més aprop que ningú més.",Què creus que faria si en Bob mirés lluny de mi?,Intentaré parlar amb la Persona A,Intentaré que algú em parli,Intentaré parlar amb la Persona C,ELICIT_GENERAL,None,Mutual Gaze,dpzqn,ELICIT_TARGET,ELICIT_GENERAL,ELICIT_TARGET,dpzqn,None,hnrmx,2,1,False,0.0,2,thursday_0_78.bag
106,1709823787157957792,0,False,He intentat que algú em parlés.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més aprop que ningú més, i em mirés directament.",Què creus que faria si en Bob estigués interessada en mi?,Intentaré parlar amb la Persona A,Intentaré parlar amb la Persona B,Intentaré parlar amb en Bob,ELICIT_GENERAL,None,Engagement Value,qfvtn,ELICIT_TARGET,ELICIT_TARGET,ELICIT_TARGET,nshqe,qfvtn,NEWPERSON,3,4,False,0.0,2,thursday_0_78.bag
107,1709642124180113792,1,True,He intentat que algú em parlés perquè la Persona B estava a més de 1m de mi.,,"Imagina't que hi hagués una persona addicional, en Bob, que em mirés directament.","Què creus que faria si en Bob estigués a uns 9m de mi, i més lluny que ningú més?",Intentaré parlar amb la Persona B,Intentaré que algú em parli,Intentaré parlar amb la Persona C,ELICIT_GENERAL,None,Distance,axpcx,ELICIT_TARGET,ELICIT_GENERAL,ELICIT_TARGET,axpcx,None,ucpwl,2,3,False,0.0,2,tuesday_0_48.bag
108,1709732724805451155,1,False,He intentat que algú em parlés perquè la Persona C no estava gens interessada en mi.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més aprop que ningú més, i em mirés directament.",Què creus que faria si en Bob no estigués interessada en mi?,Intentaré que algú em parli,Intentaré parlar amb en Bob,Intentaré parlar amb la Persona C,ELICIT_GENERAL,None,Engagement Value,vmzzs,ELICIT_GENERAL,ELICIT_TARGET,ELICIT_TARGET,None,NEWPERSON,vmzzs,2,1,False,0.5,3,wednesday_0_71.bag
109,1709549290279417276,1,False,He intentat que algú em parlés perquè la Persona A no estava gens interessada en mi.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més aprop que ningú més, i em mirés directament.",Què creus que faria si en Bob estigués molt interessada en mi?,Intentaré parlar amb en Bob,Intentaré que algú em parli,Intentaré parlar amb la Persona A,ELICIT_GENERAL,None,Engagement Value,eiupr,ELICIT_TARGET,ELICIT_GENERAL,ELICIT_TARGET,NEWPERSON,None,eiupr,1,1,True,1.0,1,monday_0_14.bag
110,1709549382351316690,2,True,He intentat parlar amb la Persona D perquè la Persona D estava a menys de 3m de mi.,"Si Persona D estigués a més de 3m de mi, hauria intentat que algú em parlés.","Imagina't que hi hagués una persona addicional, en Bob, que em mirés directament.","Què creus que faria si en Bob estigués a uns 0.5m de mi, i més aprop que ningú més?",Intentaré que algú em parli,Intentaré parlar amb en Bob,Intentaré parlar amb la Persona D,ELICIT_TARGET,rkquf,Distance,rkquf,ELICIT_GENERAL,ELICIT_TARGET,ELICIT_TARGET,None,NEWPERSON,rkquf,2,3,False,0.0,4,monday_0_14.bag
111,1709557119498322725,1,False,He intentat que algú em parlés perquè la Persona A no em mirava.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi.",Què creus que faria si en Bob no em mirés?,Intentaré que algú em parli,Intentaré parlar amb la Persona A,Intentaré parlar amb en Bob,ELICIT_GENERAL,None,Mutual Gaze,ybbkc,ELICIT_GENERAL,ELICIT_TARGET,ELICIT_TARGET,None,ybbkc,NEWPERSON,1,2,False,0.0,1,monday_0_40.bag
112,1709648955289258242,2,False,He intentat que algú em parlés perquè la Persona A no estava gens interessada en mi.,"Si Persona A estigués una mica interessada en mi, hauria intentat que la Persona A em parlés.","Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més aprop que ningú més, i em mirés directament.",Què creus que faria si en Bob estigués molt interessada en mi?,Intentaré parlar amb la Persona A,Intentaré que algú em parli,Intentaré parlar amb en Bob,ELICIT_GENERAL,None,Engagement Value,cmmwu,ELICIT_TARGET,ELICIT_GENERAL,ELICIT_TARGET,cmmwu,None,NEWPERSON,3,3,True,1.0,1,tuesday_0_71.bag
113,1709633749326785564,2,False,He intentat parlar amb la Persona A perquè la Persona A estava a menys de 5m de mi.,"Si Persona A estigués a més de 5m de mi, hauria intentat que algú em parlés.","Imagina't que hi hagués una persona addicional, en Bob, que em mirés directament.","Què creus que faria si en Bob estigués a uns 1.5m de mi, i més lluny que ningú més?",Intentaré que algú em parli,Intentaré parlar amb la Persona A,Intentaré parlar amb en Bob,ELICIT_TARGET,qwbcp,Distance,qwbcp,ELICIT_GENERAL,ELICIT_TARGET,ELICIT_TARGET,None,qwbcp,NEWPERSON,3,3,True,1.0,1,tuesday_0_20.bag
114,1709731429051788568,1,False,He intentat que algú em parlés perquè la Persona A estava a més de 1m de mi.,,"Imagina't que hi hagués una persona addicional, en Bob, que em mirés directament.","Què creus que faria si en Bob estigués a uns 0.5m de mi, i més aprop que ningú més?",Intentaré parlar amb en Bob,Intentaré que algú em parli,Intentaré parlar amb la Persona C,ELICIT_GENERAL,None,Distance,cjiwf,ELICIT_TARGET,ELICIT_GENERAL,ELICIT_TARGET,NEWPERSON,None,mzbcd,1,2,False,0.5,2,wednesday_0_67.bag
